linkID,venue1,venue2
6170,collection0061,collection0647
6171,collection0117,collection2012
6172,collection0280,collection0331
6173,collection0325,collection0370
6174,collection0280,collection0562
6175,collection0791,collection1605
6176,collection0073,collection0248
6177,collection0015,collection0063
6178,collection0950,collection1348
6179,collection0068,collection1061
6180,collection0746,collection1807
6181,collection0272,collection1804
6182,collection0595,collection1184
6183,collection0938,collection1768
6184,collection0727,collection0837
6185,collection0037,collection1207
6186,collection0064,collection1008
6187,collection0062,collection1382
6188,collection0459,collection2018
6189,collection0746,collection2223
6190,collection0206,collection1216
6191,collection1317,collection2012
6192,collection0017,collection0311
6193,collection1441,collection1746
6194,collection0111,collection2135
6195,collection0130,collection0246
6196,collection0036,collection0054
6197,collection0311,collection0432
6198,collection0116,collection1489
6199,collection0674,collection2304
6200,collection0126,collection0287
6201,collection0936,collection2304
6202,collection1060,collection1768
6203,collection0041,collection0059
6204,collection0521,collection0701
6205,collection0030,collection0166
6206,collection0002,collection0085
6207,collection0325,collection1061
6208,collection0109,collection1002
6209,collection0454,collection0739
6210,collection0124,collection0713
6211,collection0242,collection1641
6212,collection0190,collection0947
6213,collection0244,collection0856
6214,collection0130,collection0148
6215,collection0332,collection0669
6216,collection0214,collection0402
6217,collection0404,collection1866
6218,collection0127,collection2012
6219,collection0316,collection0859
6220,collection0006,collection1037
6221,collection0054,collection0514
6222,collection0258,collection1768
6223,collection0124,collection1500
6224,collection0109,collection0725
6225,collection0905,collection1382
6226,collection0206,collection0767
6227,collection0244,collection0905
6228,collection0015,collection0945
6229,collection0363,collection0876
6230,collection1768,collection1995
6231,collection0485,collection0746
6232,collection0254,collection0931
6233,collection0874,collection1780
6234,collection0094,collection1198
6235,collection0872,collection1378
6236,collection0342,collection1216
6237,collection0130,collection0984
6238,collection0021,collection0969
6239,collection0037,collection0980
6240,collection0234,collection1210
6241,collection0127,collection0651
6242,collection0030,collection1002
6243,collection0030,collection0133
6244,collection0341,collection1208
6245,collection0062,collection0109
6246,collection0006,collection0220
6247,collection0181,collection1441
6248,collection0103,collection0432
6249,collection0404,collection0858
6250,collection0093,collection0645
6251,collection1198,collection1746
6252,collection0162,collection0488
6253,collection0179,collection2008
6254,collection0015,collection0043
6255,collection0485,collection0514
6256,collection0298,collection0710
6257,collection1618,collection1671
6258,collection0071,collection1640
6259,collection0045,collection0068
6260,collection0420,collection1061
6261,collection0268,collection0756
6262,collection0653,collection1678
6263,collection0162,collection0181
6264,collection0485,collection0713
6265,collection0188,collection0424
6266,collection0469,collection2304
6267,collection0094,collection2012
6268,collection0002,collection0104
6269,collection0282,collection0858
6270,collection0285,collection1198
6271,collection0818,collection1033
6272,collection0375,collection0995
6273,collection0683,collection1043
6274,collection0311,collection0861
6275,collection0427,collection1641
6276,collection0111,collection0760
6277,collection0016,collection0238
6278,collection0861,collection1990
6279,collection0030,collection0063
6280,collection0044,collection0317
6281,collection0127,collection1641
6282,collection0055,collection0238
6283,collection0214,collection0344
6284,collection0701,collection0818
6285,collection0360,collection1866
6286,collection0079,collection2018
6287,collection0017,collection0170
6288,collection0395,collection1348
6289,collection0052,collection0124
6290,collection0869,collection1043
6291,collection0595,collection0748
6292,collection0017,collection0595
6293,collection1092,collection1641
6294,collection0003,collection0045
6295,collection0871,collection1348
6296,collection0818,collection1152
6297,collection0404,collection0647
6298,collection0017,collection0118
6299,collection0826,collection2304
6300,collection0104,collection0945
6301,collection0093,collection0371
6302,collection0206,collection1194
6303,collection0222,collection0877
6304,collection0258,collection0328
6305,collection0071,collection0284
6306,collection0016,collection0818
6307,collection0984,collection1207
6308,collection0190,collection0254
6309,collection0399,collection0466
6310,collection0855,collection1026
6311,collection0100,collection0280
6312,collection0004,collection0014
6313,collection0420,collection0746
6314,collection0061,collection0608
6315,collection0046,collection0363
6316,collection0198,collection0739
6317,collection0638,collection2023
6318,collection0015,collection1990
6319,collection0126,collection0300
6320,collection0017,collection1013
6321,collection0531,collection1441
6322,collection0130,collection0713
6323,collection0198,collection0791
6324,collection0315,collection1198
6325,collection0045,collection0818
6326,collection0581,collection0818
6327,collection0107,collection0109
6328,collection0016,collection0566
6329,collection0234,collection0242
6330,collection0124,collection0334
6331,collection0585,collection1146
6332,collection0298,collection0746
6333,collection0424,collection0851
6334,collection0078,collection1043
6335,collection0071,collection0246
6336,collection0475,collection1013
6337,collection0089,collection2008
6338,collection0001,collection0351
6339,collection0272,collection1132
6340,collection0749,collection1092
6341,collection0557,collection1378
6342,collection0325,collection0462
6343,collection0013,collection0076
6344,collection0896,collection1500
6345,collection1129,collection2018
6346,collection0082,collection1605
6347,collection1626,collection1630
6348,collection0037,collection2040
6349,collection0036,collection0402
6350,collection0217,collection2012
6351,collection0017,collection1354
6352,collection0301,collection1768
6353,collection0280,collection1203
6354,collection0071,collection0734
6355,collection0005,collection0254
6356,collection0280,collection0856
6357,collection0151,collection1002
6358,collection1146,collection1240
6359,collection0008,collection0054
6360,collection0514,collection1412
6361,collection0052,collection0346
6362,collection0085,collection0858
6363,collection0466,collection0841
6364,collection1866,collection2135
6365,collection0158,collection1653
6366,collection1184,collection1946
6367,collection0242,collection1202
6368,collection0187,collection1208
6369,collection0371,collection0818
6370,collection0192,collection1031
6371,collection0073,collection0122
6372,collection0450,collection0459
6373,collection0734,collection0746
6374,collection0005,collection0466
6375,collection0124,collection0209
6376,collection0068,collection0415
6377,collection0251,collection0548
6378,collection0129,collection0670
6379,collection0029,collection0061
